2026-04-06 16:25:06 | INFO     | naukri_agent.storage | Database ready: memory\agent.db
2026-04-06 16:31:50 | DEBUG    | naukri_agent.llm | LLM API call #37
2026-04-06 16:31:51 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:31:51 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
2026-04-06 16:31:51 | INFO     | naukri_agent.apply | Skipping: Score 50 < threshold 60.
2026-04-06 16:32:00 | DEBUG    | naukri_agent.llm | LLM API call #38
2026-04-06 16:32:00 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:32:00 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
2026-04-06 16:32:00 | INFO     | naukri_agent.apply | Skipping: Score 50 < threshold 60.
2026-04-06 16:32:10 | DEBUG    | naukri_agent.llm | LLM API call #39
2026-04-06 16:32:10 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:32:10 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
2026-04-06 16:32:10 | INFO     | naukri_agent.apply | Skipping: Score 50 < threshold 60.
2026-04-06 16:32:19 | DEBUG    | naukri_agent.llm | LLM API call #40
2026-04-06 16:32:19 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:32:19 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
2026-04-06 16:32:19 | INFO     | naukri_agent.apply | Skipping: Score 50 < threshold 60.
2026-04-06 16:32:28 | DEBUG    | naukri_agent.llm | LLM API call #41
2026-04-06 16:32:29 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:32:29 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
2026-04-06 16:32:29 | INFO     | naukri_agent.apply | Skipping: Score 50 < threshold 60.
2026-04-06 16:32:30 | DEBUG    | naukri_agent.apply | UI says already applied: ML Engineer, Applied Science @ Stimuler
2026-04-06 16:32:40 | DEBUG    | naukri_agent.llm | LLM API call #42
2026-04-06 16:32:40 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:32:40 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
2026-04-06 16:32:40 | INFO     | naukri_agent.apply | Skipping: Score 50 < threshold 60.
2026-04-06 16:32:49 | DEBUG    | naukri_agent.llm | LLM API call #43
2026-04-06 16:32:49 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:32:49 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
2026-04-06 16:32:49 | INFO     | naukri_agent.apply | Skipping: Score 50 < threshold 60.
2026-04-06 16:32:58 | DEBUG    | naukri_agent.llm | LLM API call #44
2026-04-06 16:32:58 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:32:58 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
2026-04-06 16:32:58 | INFO     | naukri_agent.apply | Skipping: Score 50 < threshold 60.
2026-04-06 16:33:00 | DEBUG    | naukri_agent.apply | UI says already applied: Senior ML Engineer, Applied Science @ Stimuler
2026-04-06 16:33:09 | DEBUG    | naukri_agent.llm | LLM API call #45
2026-04-06 16:33:09 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:33:09 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
2026-04-06 16:33:09 | INFO     | naukri_agent.apply | Skipping: Score 50 < threshold 60.
2026-04-06 16:33:18 | DEBUG    | naukri_agent.llm | LLM API call #46
2026-04-06 16:33:19 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:33:19 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
2026-04-06 16:33:19 | INFO     | naukri_agent.apply | Skipping: Score 50 < threshold 60.
2026-04-06 16:33:19 | INFO     | naukri_agent.apply | Searching: 'Data Analyst' in Pune
2026-04-06 16:33:25 | INFO     | naukri_agent.apply | Found 38 listings for 'Data Analyst'
2026-04-06 16:33:35 | DEBUG    | naukri_agent.llm | LLM API call #47
2026-04-06 16:33:35 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:33:35 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
2026-04-06 16:33:35 | INFO     | naukri_agent.apply | Skipping: Score 50 < threshold 60.
2026-04-06 16:33:46 | DEBUG    | naukri_agent.llm | LLM API call #48
2026-04-06 16:33:46 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:33:46 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
2026-04-06 16:33:46 | INFO     | naukri_agent.apply | Skipping: Score 50 < threshold 60.
2026-04-06 16:33:55 | DEBUG    | naukri_agent.llm | LLM API call #49
2026-04-06 16:33:55 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:33:55 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
2026-04-06 16:33:55 | INFO     | naukri_agent.apply | Skipping: Score 50 < threshold 60.
2026-04-06 16:34:04 | DEBUG    | naukri_agent.llm | LLM API call #50
2026-04-06 16:34:04 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:34:04 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
2026-04-06 16:34:04 | INFO     | naukri_agent.apply | Skipping: Score 50 < threshold 60.
2026-04-06 16:34:14 | DEBUG    | naukri_agent.llm | LLM API call #51
2026-04-06 16:34:14 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:34:14 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
2026-04-06 16:34:14 | INFO     | naukri_agent.apply | Skipping: Score 50 < threshold 60.
2026-04-06 16:34:24 | DEBUG    | naukri_agent.llm | LLM API call #52
2026-04-06 16:34:24 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:34:24 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
2026-04-06 16:34:24 | INFO     | naukri_agent.apply | Skipping: Score 50 < threshold 60.
2026-04-06 16:34:32 | DEBUG    | naukri_agent.llm | LLM API call #53
2026-04-06 16:34:33 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:34:33 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
2026-04-06 16:34:33 | INFO     | naukri_agent.apply | Skipping: Score 50 < threshold 60.
2026-04-06 16:34:41 | DEBUG    | naukri_agent.llm | LLM API call #54
2026-04-06 16:34:41 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:34:41 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
